screen_size,color,Y,x,y
0.2,0.986986986986987,69.548,0.3464,0.346
0.2,0.4874874874874875,13.719,0.351,0.351
0.2,0.9879879879879879,69.544,0.3464,0.346
0.2,0.48848848848848847,14.014,0.352,0.3531
0.2,0.988988988988989,69.539,0.3464,0.346
0.2,0.4894894894894895,14.019,0.352,0.3531
0.2,0.98998998998999,69.588,0.3464,0.346
0.2,0.4904904904904905,14.007,0.352,0.3531
0.2,0.990990990990991,70.555,0.3477,0.3472
0.2,0.49149149149149146,14.014,0.352,0.353
0.2,0.991991991991992,70.557,0.3477,0.3473
0.2,0.4924924924924925,14.162,0.3518,0.3526
0.2,0.992992992992993,70.543,0.3477,0.3473
0.2,0.4934934934934935,14.166,0.3518,0.3526
0.2,0.993993993993994,70.548,0.3477,0.3472
0.2,0.4944944944944945,14.165,0.3518,0.3527
0.2,0.994994994994995,70.692,0.3496,0.3492
0.2,0.4954954954954955,14.168,0.3517,0.3526
0.2,0.995995995995996,70.701,0.3496,0.3492
0.2,0.4964964964964965,14.513,0.3515,0.3465
0.2,0.996996996996997,70.72,0.3495,0.3492
0.2,0.4974974974974975,14.525,0.3516,0.3467
0.2,0.997997997997998,70.741,0.3496,0.3492
0.2,0.4984984984984985,14.522,0.3516,0.3466
0.2,0.998998998998999,71.538,0.3501,0.3484
0.2,0.4994994994994995,14.542,0.3517,0.3465
0.2,1.0,71.575,0.3501,0.3484
0.30000000000000004,0.0,,,
0.30000000000000004,0.5005005005005005,14.675,0.3525,0.3509
0.30000000000000004,0.001001001001001001,,,
0.30000000000000004,0.5015015015015015,14.636,0.3524,0.3509
0.30000000000000004,0.002002002002002002,,,
0.30000000000000004,0.5025025025025025,14.607,0.3526,0.3509
0.30000000000000004,0.003003003003003003,0.024,0.2791,0.2791
0.30000000000000004,0.5035035035035035,14.597,0.3527,0.3511
0.30000000000000004,0.004004004004004004,0.013,0.3333,0.2708
0.30000000000000004,0.5045045045045045,14.668,0.3531,0.3501
0.30000000000000004,0.005005005005005005,0.018,0.3194,0.25
0.30000000000000004,0.5055055055055055,14.656,0.353,0.35
0.30000000000000004,0.006006006006006006,0.016,0.3333,0.2319
0.30000000000000004,0.5065065065065065,14.642,0.3531,0.35
0.30000000000000004,0.007007007007007007,0.031,0.3426,0.287
0.30000000000000004,0.5075075075075075,14.637,0.3531,0.3501
0.30000000000000004,0.008008008008008008,0.029,0.24,0.29
0.30000000000000004,0.5085085085085085,15.296,0.3511,0.3552
0.30000000000000004,0.009009009009009009,0.039,0.305,0.2766
0.30000000000000004,0.5095095095095095,15.29,0.3513,0.3552
0.30000000000000004,0.01001001001001001,0.05,0.3521,0.3521
0.30000000000000004,0.5105105105105106,15.268,0.3512,0.3552
0.30000000000000004,0.011011011011011011,0.053,0.2922,0.3442
0.30000000000000004,0.5115115115115115,15.276,0.3512,0.3552
0.30000000000000004,0.012012012012012012,0.058,0.3274,0.3452
0.30000000000000004,0.5125125125125125,15.403,0.3511,0.355
0.30000000000000004,0.013013013013013013,0.051,0.3228,0.3228
0.30000000000000004,0.5135135135135135,15.38,0.3511,0.3552
0.30000000000000004,0.014014014014014014,0.066,0.3298,0.3511
0.30000000000000004,0.5145145145145145,15.376,0.351,0.355
0.30000000000000004,0.015015015015015015,0.065,0.3299,0.3351
0.30000000000000004,0.5155155155155156,15.38,0.3512,0.3551
0.30000000000000004,0.016016016016016016,0.061,0.3296,0.3408
0.30000000000000004,0.5165165165165165,15.526,0.3509,0.3486
0.30000000000000004,0.017017017017017015,0.059,0.3189,0.3189
0.30000000000000004,0.5175175175175175,15.539,0.3509,0.3489
0.30000000000000004,0.018018018018018018,0.098,0.3127,0.3368
0.30000000000000004,0.5185185185185185,15.515,0.351,0.3487
0.30000000000000004,0.01901901901901902,0.099,0.3187,0.3626
0.30000000000000004,0.5195195195195195,15.507,0.351,0.3487
0.30000000000000004,0.02002002002002002,0.099,0.3401,0.3333
0.30000000000000004,0.5205205205205206,15.756,0.3513,0.352
0.30000000000000004,0.02102102102102102,0.102,0.3321,0.3643
0.30000000000000004,0.5215215215215215,15.75,0.3514,0.3522
0.30000000000000004,0.022022022022022022,0.113,0.3201,0.3201
0.30000000000000004,0.5225225225225225,15.754,0.3513,0.3521
0.30000000000000004,0.023023023023023025,0.122,0.3216,0.3297
0.30000000000000004,0.5235235235235235,15.739,0.3513,0.352
0.30000000000000004,0.024024024024024024,0.11,0.3207,0.3207
0.30000000000000004,0.5245245245245245,16.055,0.3513,0.3522
0.30000000000000004,0.025025025025025023,0.116,0.3294,0.3412
0.30000000000000004,0.5255255255255256,16.058,0.3513,0.3522
0.30000000000000004,0.026026026026026026,0.128,0.3361,0.3585
0.30000000000000004,0.5265265265265265,16.052,0.3513,0.3523
0.30000000000000004,0.02702702702702703,0.117,0.3324,0.3441
0.30000000000000004,0.5275275275275275,16.043,0.3512,0.3522
0.30000000000000004,0.028028028028028028,0.126,0.3214,0.3462
0.30000000000000004,0.5285285285285285,16.175,0.3529,0.3503
0.30000000000000004,0.029029029029029027,0.129,0.3219,0.3404
0.30000000000000004,0.5295295295295295,16.181,0.3531,0.3503
0.30000000000000004,0.03003003003003003,0.15,0.3235,0.3417
0.30000000000000004,0.5305305305305306,16.172,0.3529,0.3502
0.30000000000000004,0.031031031031031032,0.137,0.3275,0.34
0.30000000000000004,0.5315315315315315,16.432,0.3503,0.3517
0.30000000000000004,0.03203203203203203,0.143,0.3382,0.3454
0.30000000000000004,0.5325325325325325,16.41,0.3505,0.3517
0.30000000000000004,0.03303303303303303,0.147,0.3278,0.3517
0.30000000000000004,0.5335335335335335,16.417,0.3503,0.3517
0.30000000000000004,0.03403403403403403,0.152,0.3195,0.3494
0.30000000000000004,0.5345345345345345,16.418,0.3503,0.3516
0.30000000000000004,0.035035035035035036,0.15,0.3197,0.3219
0.30000000000000004,0.5355355355355356,16.943,0.3515,0.349
0.30000000000000004,0.036036036036036036,0.15,0.3182,0.3409
0.30000000000000004,0.5365365365365365,16.918,0.3516,0.3489
0.30000000000000004,0.037037037037037035,0.157,0.3162,0.3677
0.30000000000000004,0.5375375375375375,16.937,0.3515,0.349
0.30000000000000004,0.03803803803803804,0.178,0.3202,0.3333
0.30000000000000004,0.5385385385385385,16.938,0.3516,0.3489
0.30000000000000004,0.03903903903903904,0.179,0.3314,0.3449
0.30000000000000004,0.5395395395395395,16.941,0.3515,0.349
0.30000000000000004,0.04004004004004004,0.182,0.323,0.3321
0.30000000000000004,0.5405405405405406,16.929,0.3514,0.3489
0.30000000000000004,0.04104104104104104,0.181,0.3384,0.3422
0.30000000000000004,0.5415415415415415,16.922,0.3515,0.3491
0.30000000000000004,0.04204204204204204,0.209,0.3264,0.3328
0.30000000000000004,0.5425425425425425,16.932,0.3515,0.3489
0.30000000000000004,0.043043043043043044,0.199,0.3166,0.3215
0.30000000000000004,0.5435435435435435,17.494,0.35,0.3499
0.30000000000000004,0.044044044044044044,0.2,0.3202,0.3284
0.30000000000000004,0.5445445445445445,17.499,0.3501,0.3499
0.30000000000000004,0.04504504504504504,0.192,0.3244,0.3227
0.30000000000000004,0.5455455455455456,17.496,0.3502,0.3499
0.30000000000000004,0.04604604604604605,0.212,0.3272,0.3227
0.30000000000000004,0.5465465465465466,17.499,0.3501,0.3498
0.30000000000000004,0.04704704704704705,0.209,0.3234,0.3266
0.30000000000000004,0.5475475475475475,17.613,0.352,0.35
0.30000000000000004,0.04804804804804805,0.215,0.3288,0.3258
0.30000000000000004,0.5485485485485485,17.607,0.352,0.35
0.30000000000000004,0.04904904904904905,0.212,0.3157,0.3202
0.30000000000000004,0.5495495495495496,17.61,0.3521,0.3501
0.30000000000000004,0.050050050050050046,0.233,0.3367,0.3367
0.30000000000000004,0.5505505505505506,17.621,0.3519,0.35
0.30000000000000004,0.05105105105105105,0.237,0.3343,0.3315
0.30000000000000004,0.5515515515515516,17.986,0.3519,0.3513
0.30000000000000004,0.05205205205205205,0.239,0.332,0.3306
0.30000000000000004,0.5525525525525525,17.985,0.3518,0.3513
0.30000000000000004,0.05305305305305305,0.26,0.3311,0.3444
0.30000000000000004,0.5535535535535535,17.983,0.3519,0.3512
0.30000000000000004,0.05405405405405406,0.248,0.323,0.3217
0.30000000000000004,0.5545545545545546,17.983,0.3518,0.3512
0.30000000000000004,0.055055055055055056,0.251,0.3312,0.3272
0.30000000000000004,0.5555555555555556,18.311,0.3493,0.3513
0.30000000000000004,0.056056056056056056,0.245,0.3193,0.3219
0.30000000000000004,0.5565565565565566,18.318,0.3493,0.3512
0.30000000000000004,0.057057057057057055,0.249,0.3397,0.3397
0.30000000000000004,0.5575575575575575,18.324,0.3493,0.3513
0.30000000000000004,0.058058058058058054,0.254,0.3351,0.3405
0.30000000000000004,0.5585585585585585,18.31,0.3492,0.3512
0.30000000000000004,0.05905905905905906,0.254,0.3272,0.3338
0.30000000000000004,0.5595595595595596,18.45,0.3506,0.349
0.30000000000000004,0.06006006006006006,0.25,0.3311,0.342
0.30000000000000004,0.5605605605605606,18.452,0.3506,0.3491
0.30000000000000004,0.06106106106106106,0.268,0.3295,0.3384
0.30000000000000004,0.5615615615615616,18.456,0.3505,0.3489
0.30000000000000004,0.062062062062062065,0.273,0.3305,0.3317
0.30000000000000004,0.5625625625625625,18.447,0.3505,0.349
0.30000000000000004,0.06306306306306306,0.264,0.3312,0.3415
0.30000000000000004,0.5635635635635635,18.673,0.3505,0.3495
0.30000000000000004,0.06406406406406406,0.273,0.3209,0.3383
0.30000000000000004,0.5645645645645646,18.668,0.3505,0.3495
0.30000000000000004,0.06506506506506507,0.294,0.3287,0.3415
0.30000000000000004,0.5655655655655656,18.676,0.3505,0.3496
0.30000000000000004,0.06606606606606606,0.294,0.329,0.3443
0.30000000000000004,0.5665665665665666,18.688,0.3504,0.3496
0.30000000000000004,0.06706706706706707,0.288,0.3306,0.3388
0.30000000000000004,0.5675675675675675,18.956,0.3503,0.3505
0.30000000000000004,0.06806806806806806,0.3,0.333,0.3421
0.30000000000000004,0.5685685685685685,18.939,0.3503,0.3504
0.30000000000000004,0.06906906906906907,0.347,0.3321,0.334
0.30000000000000004,0.5695695695695696,18.942,0.3503,0.3504
0.30000000000000004,0.07007007007007007,0.352,0.3353,0.3451
0.30000000000000004,0.5705705705705706,18.955,0.3502,0.3504
0.30000000000000004,0.07107107107107107,0.342,0.3272,0.332
0.30000000000000004,0.5715715715715716,19.16,0.3539,0.3506
0.30000000000000004,0.07207207207207207,0.344,0.3281,0.335
0.30000000000000004,0.5725725725725725,19.149,0.3539,0.3507
0.30000000000000004,0.07307307307307308,0.382,0.3357,0.3375
0.30000000000000004,0.5735735735735735,19.156,0.3538,0.3506
0.30000000000000004,0.07407407407407407,0.376,0.3271,0.336
0.30000000000000004,0.5745745745745746,19.161,0.3539,0.3507
0.30000000000000004,0.07507507507507508,0.371,0.3303,0.3367
0.30000000000000004,0.5755755755755756,19.828,0.3536,0.3517
0.30000000000000004,0.07607607607607608,0.368,0.3276,0.3339
0.30000000000000004,0.5765765765765766,19.826,0.3537,0.3517
0.30000000000000004,0.07707707707707707,0.378,0.3254,0.3342
0.30000000000000004,0.5775775775775776,19.833,0.3536,0.3517
0.30000000000000004,0.07807807807807808,0.373,0.3276,0.3348
0.30000000000000004,0.5785785785785785,19.833,0.3536,0.3517
0.30000000000000004,0.07907907907907907,0.371,0.3279,0.3333
0.30000000000000004,0.5795795795795796,20.285,0.3496,0.347
0.30000000000000004,0.08008008008008008,0.383,0.3304,0.3357
0.30000000000000004,0.5805805805805806,20.295,0.3495,0.347
0.30000000000000004,0.08108108108108109,0.402,0.3356,0.339
0.30000000000000004,0.5815815815815816,20.282,0.3496,0.347
0.30000000000000004,0.08208208208208208,0.388,0.337,0.3328
0.30000000000000004,0.5825825825825826,20.285,0.3516,0.3508
0.30000000000000004,0.08308308308308308,0.38,0.3336,0.3276
0.30000000000000004,0.5835835835835835,20.28,0.3515,0.3506
0.30000000000000004,0.08408408408408408,0.393,0.3339,0.3305
0.30000000000000004,0.5845845845845846,20.298,0.3516,0.3507
0.30000000000000004,0.08508508508508508,0.423,0.3263,0.3318
0.30000000000000004,0.5855855855855856,20.301,0.3516,0.3508
0.30000000000000004,0.08608608608608609,0.423,0.3226,0.3312
0.30000000000000004,0.5865865865865866,20.639,0.3532,0.3504
0.30000000000000004,0.08708708708708708,0.418,0.3244,0.3307
0.30000000000000004,0.5875875875875876,20.632,0.3531,0.3503
0.30000000000000004,0.08808808808808809,0.406,0.3258,0.3258
0.30000000000000004,0.5885885885885885,20.645,0.3532,0.3504
0.30000000000000004,0.0890890890890891,0.455,0.3348,0.3416
0.30000000000000004,0.5895895895895896,20.654,0.3531,0.3504
0.30000000000000004,0.09009009009009009,0.445,0.3316,0.3392
0.30000000000000004,0.5905905905905906,20.863,0.3534,0.3511
0.30000000000000004,0.09109109109109109,0.455,0.3318,0.3431
0.30000000000000004,0.5915915915915916,20.875,0.3534,0.3511
0.30000000000000004,0.0920920920920921,0.447,0.3298,0.3428
0.30000000000000004,0.5925925925925926,20.868,0.3534,0.351
0.30000000000000004,0.09309309309309309,0.484,0.3361,0.3347
0.30000000000000004,0.5935935935935935,20.888,0.3533,0.351
0.30000000000000004,0.0940940940940941,0.493,0.3359,0.3393
0.30000000000000004,0.5945945945945946,21.376,0.3528,0.3512
0.30000000000000004,0.09509509509509509,0.481,0.3308,0.3315
0.30000000000000004,0.5955955955955956,21.379,0.3528,0.3512
0.30000000000000004,0.0960960960960961,0.473,0.328,0.3301
0.30000000000000004,0.5965965965965966,21.378,0.3528,0.3513
0.30000000000000004,0.0970970970970971,0.512,0.3331,0.3267
0.30000000000000004,0.5975975975975976,21.377,0.3528,0.3513
0.30000000000000004,0.0980980980980981,0.498,0.3338,0.3209
0.30000000000000004,0.5985985985985985,21.907,0.353,0.353
0.30000000000000004,0.0990990990990991,0.486,0.3342,0.3216
0.30000000000000004,0.5995995995995996,21.898,0.3531,0.3531
0.30000000000000004,0.10010010010010009,0.536,0.3458,0.3408
0.30000000000000004,0.6006006006006006,21.905,0.3529,0.3529
0.30000000000000004,0.1011011011011011,0.533,0.3471,0.3439
0.30000000000000004,0.6016016016016016,21.904,0.353,0.3529
0.30000000000000004,0.1021021021021021,0.546,0.3461,0.343
0.30000000000000004,0.6026026026026026,22.227,0.3507,0.3502
0.30000000000000004,0.1031031031031031,0.541,0.3459,0.3452
0.30000000000000004,0.6036036036036035,22.232,0.3506,0.35
0.30000000000000004,0.1041041041041041,0.559,0.3472,0.3382
0.30000000000000004,0.6046046046046046,22.24,0.3506,0.3501
0.30000000000000004,0.10510510510510511,0.553,0.3457,0.336
0.30000000000000004,0.6056056056056056,22.231,0.3506,0.3502
0.30000000000000004,0.1061061061061061,0.561,0.347,0.3433
0.30000000000000004,0.6066066066066066,22.389,0.3525,0.3525
0.30000000000000004,0.10710710710710711,0.569,0.3436,0.3371
0.30000000000000004,0.6076076076076076,22.381,0.3525,0.3526
0.30000000000000004,0.10810810810810811,0.581,0.3384,0.3384
0.30000000000000004,0.6086086086086087,22.391,0.3525,0.3525
0.30000000000000004,0.1091091091091091,0.594,0.3381,0.3375
0.30000000000000004,0.6096096096096096,22.392,0.3525,0.3525
0.30000000000000004,0.11011011011011011,0.596,0.3415,0.341
0.30000000000000004,0.6106106106106106,22.585,0.353,0.3522
0.30000000000000004,0.1111111111111111,0.576,0.3383,0.3331
0.30000000000000004,0.6116116116116116,22.616,0.353,0.3524
0.30000000000000004,0.11211211211211211,0.609,0.3442,0.3414
0.30000000000000004,0.6126126126126126,22.628,0.353,0.3524
0.30000000000000004,0.11311311311311312,0.603,0.3421,0.3359
0.30000000000000004,0.6136136136136137,22.615,0.3531,0.3524
0.30000000000000004,0.11411411411411411,0.604,0.3387,0.3331
0.30000000000000004,0.6146146146146146,23.134,0.3524,0.3525
0.30000000000000004,0.11511511511511512,0.6,0.3384,0.3344
0.30000000000000004,0.6156156156156156,23.137,0.3524,0.3526
0.30000000000000004,0.11611611611611611,0.621,0.3396,0.3359
0.30000000000000004,0.6166166166166166,23.152,0.3524,0.3525
0.30000000000000004,0.11711711711711711,0.618,0.3404,0.3361
0.30000000000000004,0.6176176176176176,23.131,0.3524,0.3526
0.30000000000000004,0.11811811811811812,0.627,0.3399,0.3362
0.30000000000000004,0.6186186186186187,23.941,0.3508,0.3493
0.30000000000000004,0.11911911911911911,0.626,0.3423,0.3364
0.30000000000000004,0.6196196196196196,23.934,0.351,0.3495
0.30000000000000004,0.12012012012012012,0.696,0.345,0.3435
0.30000000000000004,0.6206206206206206,23.936,0.3508,0.3494
0.30000000000000004,0.12112112112112113,0.712,0.3438,0.3443
0.30000000000000004,0.6216216216216216,23.939,0.3509,0.3494
0.30000000000000004,0.12212212212212212,0.709,0.3457,0.3423
0.30000000000000004,0.6226226226226226,23.94,0.3508,0.3494
0.30000000000000004,0.12312312312312312,0.702,0.3444,0.3414
0.30000000000000004,0.6236236236236237,23.93,0.3508,0.3494
0.30000000000000004,0.12412412412412413,0.749,0.3468,0.3468
0.30000000000000004,0.6246246246246246,23.951,0.3508,0.3495
0.30000000000000004,0.12512512512512514,0.758,0.3471,0.3485
0.30000000000000004,0.6256256256256256,23.942,0.3508,0.3493
0.30000000000000004,0.12612612612612611,0.758,0.3484,0.3498
0.30000000000000004,0.6266266266266266,23.975,0.3516,0.3498
0.30000000000000004,0.12712712712712712,0.745,0.3473,0.3511
0.30000000000000004,0.6276276276276276,23.97,0.3517,0.3499
0.30000000000000004,0.12812812812812813,0.756,0.3483,0.3502
0.30000000000000004,0.6286286286286287,23.967,0.3517,0.3498
0.30000000000000004,0.12912912912912913,0.749,0.3472,0.3472
0.30000000000000004,0.6296296296296297,23.974,0.3516,0.3498
0.30000000000000004,0.13013013013013014,0.747,0.3481,0.3481
0.30000000000000004,0.6306306306306306,24.443,0.3505,0.351
0.30000000000000004,0.13113113113113112,0.756,0.3479,0.3474
0.30000000000000004,0.6316316316316316,24.441,0.3505,0.3509
0.30000000000000004,0.13213213213213212,0.807,0.3499,0.3465
0.30000000000000004,0.6326326326326326,24.423,0.3505,0.3509
0.30000000000000004,0.13313313313313313,0.807,0.3506,0.348
0.30000000000000004,0.6336336336336337,24.834,0.3529,0.3508
0.30000000000000004,0.13413413413413414,0.803,0.3479,0.347
0.30000000000000004,0.6346346346346347,24.844,0.3529,0.3507
0.30000000000000004,0.13513513513513514,0.795,0.3498,0.3442
0.30000000000000004,0.6356356356356356,24.822,0.3529,0.3507
0.30000000000000004,0.13613613613613612,0.83,0.3555,0.3403
0.30000000000000004,0.6366366366366366,24.837,0.353,0.3508
0.30000000000000004,0.13713713713713713,0.836,0.3558,0.3419
0.30000000000000004,0.6376376376376376,25.413,0.3513,0.35
0.30000000000000004,0.13813813813813813,0.831,0.3554,0.3399
0.30000000000000004,0.6386386386386387,25.43,0.3513,0.35
0.30000000000000004,0.13913913913913914,0.833,0.3557,0.3386
0.30000000000000004,0.6396396396396397,25.412,0.3511,0.3499
0.30000000000000004,0.14014014014014015,0.89,0.3458,0.3401
0.30000000000000004,0.6406406406406406,25.419,0.3512,0.35
0.30000000000000004,0.14114114114114115,0.897,0.3445,0.3403
0.30000000000000004,0.6416416416416416,25.688,0.3515,0.3497
0.30000000000000004,0.14214214214214213,0.9,0.345,0.3416
0.30000000000000004,0.6426426426426426,25.67,0.3514,0.3496
0.30000000000000004,0.14314314314314314,0.899,0.3452,0.3403
0.30000000000000004,0.6436436436436437,25.672,0.3515,0.3497
0.30000000000000004,0.14414414414414414,0.919,0.3504,0.3386
0.30000000000000004,0.6446446446446447,25.658,0.3516,0.3498
0.30000000000000004,0.14514514514514515,0.911,0.3511,0.3363
0.30000000000000004,0.6456456456456456,25.986,0.3511,0.3492
0.30000000000000004,0.14614614614614616,0.917,0.3505,0.3359
0.30000000000000004,0.6466466466466466,25.986,0.3511,0.3491
0.30000000000000004,0.14714714714714713,0.912,0.3513,0.3365
0.30000000000000004,0.6476476476476476,25.999,0.3511,0.3491
0.30000000000000004,0.14814814814814814,0.934,0.3552,0.3344
0.30000000000000004,0.6486486486486487,25.997,0.3511,0.3492
0.30000000000000004,0.14914914914914915,0.941,0.3546,0.3354
0.30000000000000004,0.6496496496496497,25.997,0.351,0.3491
0.30000000000000004,0.15015015015015015,0.94,0.3537,0.3345
0.30000000000000004,0.6506506506506506,25.987,0.3511,0.3492
0.30000000000000004,0.15115115115115116,0.99,0.3618,0.3438
0.30000000000000004,0.6516516516516516,25.992,0.351,0.3492
0.30000000000000004,0.15215215215215216,0.993,0.36,0.3415
0.30000000000000004,0.6526526526526526,26.011,0.3511,0.3492
0.30000000000000004,0.15315315315315314,0.998,0.3604,0.3428
0.30000000000000004,0.6536536536536537,26.474,0.3499,0.3488
0.30000000000000004,0.15415415415415415,0.99,0.36,0.3443
0.30000000000000004,0.6546546546546547,26.489,0.3499,0.3488
0.30000000000000004,0.15515515515515516,1.042,0.3604,0.3436
0.30000000000000004,0.6556556556556556,26.492,0.35,0.3488
0.30000000000000004,0.15615615615615616,1.046,0.3598,0.3466
0.30000000000000004,0.6566566566566566,26.484,0.35,0.3488
0.30000000000000004,0.15715715715715717,1.048,0.3589,0.3435
0.30000000000000004,0.6576576576576576,27.431,0.3491,0.348
0.30000000000000004,0.15815815815815815,1.044,0.3583,0.3451
0.30000000000000004,0.6586586586586587,27.426,0.3492,0.348
0.30000000000000004,0.15915915915915915,1.099,0.3575,0.3465
0.30000000000000004,0.6596596596596597,27.427,0.3492,0.348
0.30000000000000004,0.16016016016016016,1.1,0.357,0.345
0.30000000000000004,0.6606606606606606,27.44,0.3493,0.348
0.30000000000000004,0.16116116116116116,1.111,0.3575,0.3481
0.30000000000000004,0.6616616616616616,27.668,0.3493,0.3481
0.30000000000000004,0.16216216216216217,1.113,0.3577,0.348
0.30000000000000004,0.6626626626626626,27.654,0.3492,0.348
0.30000000000000004,0.16316316316316315,1.157,0.3551,0.3376
0.30000000000000004,0.6636636636636637,27.669,0.3492,0.3479
0.30000000000000004,0.16416416416416416,1.157,0.356,0.3382
0.30000000000000004,0.6646646646646647,27.653,0.3492,0.3479
0.30000000000000004,0.16516516516516516,1.155,0.3549,0.3352
0.30000000000000004,0.6656656656656657,27.625,0.3499,0.3492
0.30000000000000004,0.16616616616616617,1.163,0.3535,0.3373
0.30000000000000004,0.6666666666666666,27.636,0.3499,0.3492
0.30000000000000004,0.16716716716716717,1.235,0.3557,0.3398
0.30000000000000004,0.6676676676676676,27.62,0.3499,0.3492
0.30000000000000004,0.16816816816816815,1.222,0.3552,0.3383
0.30000000000000004,0.6686686686686687,27.624,0.3499,0.3492
0.30000000000000004,0.16916916916916916,1.225,0.3536,0.3377
0.30000000000000004,0.6696696696696697,28.337,0.3475,0.3481
0.30000000000000004,0.17017017017017017,1.238,0.355,0.3404
0.30000000000000004,0.6706706706706707,28.343,0.3474,0.3481
0.30000000000000004,0.17117117117117117,1.293,0.3569,0.3423
0.30000000000000004,0.6716716716716716,28.331,0.3475,0.3481
0.30000000000000004,0.17217217217217218,1.291,0.356,0.342
0.30000000000000004,0.6726726726726726,28.331,0.3475,0.3481
0.30000000000000004,0.17317317317317318,1.292,0.3577,0.3428
0.30000000000000004,0.6736736736736737,28.334,0.3475,0.3481
0.30000000000000004,0.17417417417417416,1.305,0.3558,0.3406
0.30000000000000004,0.6746746746746747,28.343,0.3475,0.3481
0.30000000000000004,0.17517517517517517,1.368,0.3514,0.3376
0.30000000000000004,0.6756756756756757,28.336,0.3475,0.3481
0.30000000000000004,0.17617617617617617,1.371,0.3524,0.3379
0.30000000000000004,0.6766766766766766,28.912,0.3474,0.3473
0.30000000000000004,0.17717717717717718,1.361,0.3524,0.3373
0.30000000000000004,0.6776776776776777,28.915,0.3473,0.3473
0.30000000000000004,0.1781781781781782,1.362,0.3522,0.3366
0.30000000000000004,0.6786786786786787,28.919,0.3473,0.3473
0.30000000000000004,0.17917917917917917,1.373,0.3558,0.3421
0.30000000000000004,0.6796796796796797,28.925,0.3473,0.3472
0.30000000000000004,0.18018018018018017,1.367,0.3543,0.3406
0.30000000000000004,0.6806806806806807,29.537,0.3521,0.3514
0.30000000000000004,0.18118118118118118,1.376,0.3542,0.3415
0.30000000000000004,0.6816816816816816,29.537,0.3522,0.3514
0.30000000000000004,0.18218218218218218,1.378,0.3535,0.3419
0.30000000000000004,0.6826826826826827,29.532,0.3522,0.3514
0.30000000000000004,0.1831831831831832,1.486,0.3517,0.3479
0.30000000000000004,0.6836836836836837,29.525,0.3522,0.3514
0.30000000000000004,0.1841841841841842,1.494,0.3518,0.347
0.30000000000000004,0.6846846846846847,29.66,0.3517,0.3493
0.30000000000000004,0.18518518518518517,1.489,0.3527,0.3468
0.30000000000000004,0.6856856856856857,29.676,0.3517,0.3494
0.30000000000000004,0.18618618618618618,1.498,0.3526,0.3477
0.30000000000000004,0.6866866866866866,29.669,0.3517,0.3493
0.30000000000000004,0.1871871871871872,1.545,0.3522,0.3479
0.30000000000000004,0.6876876876876877,29.671,0.3517,0.3492
0.30000000000000004,0.1881881881881882,1.555,0.3527,0.348
0.30000000000000004,0.6886886886886887,30.024,0.3518,0.3509
0.30000000000000004,0.1891891891891892,1.548,0.3529,0.3464
0.30000000000000004,0.6896896896896897,30.016,0.3519,0.351
0.30000000000000004,0.19019019019019018,1.554,0.3521,0.3483
0.30000000000000004,0.6906906906906907,30.005,0.3518,0.3509
0.30000000000000004,0.19119119119119118,1.61,0.3576,0.3458
0.30000000000000004,0.6916916916916916,30.026,0.3518,0.3509
0.30000000000000004,0.1921921921921922,1.62,0.3577,0.3456
0.30000000000000004,0.6926926926926927,30.739,0.3511,0.3537
0.30000000000000004,0.1931931931931932,1.625,0.3583,0.346
0.30000000000000004,0.6936936936936937,30.754,0.3511,0.3537
0.30000000000000004,0.1941941941941942,1.616,0.3581,0.3461
0.30000000000000004,0.6946946946946947,30.742,0.351,0.3537
0.30000000000000004,0.19519519519519518,1.723,0.3628,0.3427
0.30000000000000004,0.6956956956956957,30.74,0.351,0.3537
0.30000000000000004,0.1961961961961962,1.723,0.363,0.3431
0.30000000000000004,0.6966966966966966,30.738,0.351,0.3537
0.30000000000000004,0.1971971971971972,1.72,0.3627,0.3417
0.30000000000000004,0.6976976976976977,30.753,0.351,0.3537
0.30000000000000004,0.1981981981981982,1.734,0.3622,0.3436
0.30000000000000004,0.6986986986986987,30.756,0.3511,0.3537
0.30000000000000004,0.1991991991991992,1.767,0.3628,0.3437
0.30000000000000004,0.6996996996996997,30.738,0.351,0.3536
0.30000000000000004,0.20020020020020018,1.773,0.3623,0.3439
0.30000000000000004,0.7007007007007007,31.298,0.3485,0.3497
0.30000000000000004,0.2012012012012012,1.771,0.3627,0.3435
0.30000000000000004,0.7017017017017017,31.294,0.3485,0.3497
0.30000000000000004,0.2022022022022022,1.81,0.3629,0.3448
0.30000000000000004,0.7027027027027027,31.295,0.3485,0.3496
0.30000000000000004,0.2032032032032032,1.817,0.3639,0.3468
0.30000000000000004,0.7037037037037037,31.296,0.3485,0.3496
0.30000000000000004,0.2042042042042042,1.818,0.3642,0.3465
0.30000000000000004,0.7047047047047047,31.22,0.3509,0.3472
0.30000000000000004,0.20520520520520522,1.809,0.365,0.3456
0.30000000000000004,0.7057057057057057,31.215,0.351,0.3473
0.30000000000000004,0.2062062062062062,1.97,0.3582,0.3462
0.30000000000000004,0.7067067067067067,31.219,0.3509,0.3472
0.30000000000000004,0.2072072072072072,1.965,0.3579,0.3454
0.30000000000000004,0.7077077077077077,31.219,0.351,0.3473
0.30000000000000004,0.2082082082082082,1.961,0.3575,0.3449
0.30000000000000004,0.7087087087087087,31.602,0.3509,0.3478
0.30000000000000004,0.2092092092092092,1.964,0.3579,0.3444
