Block_ID,VRR_Frequency,Size_Degree,Threshold_Color_Value,Trail_ID,Real_VRR_period,Observer_choice,Response
0,1.0,1,0.08649999999999992,0,0,1,0
0,1.0,1,0.0888720431443436,1,1,1,1
0,1.0,1,0.09231686521651304,2,0,0,1
0,1.0,1,0.09558387320484482,3,1,1,1
0,1.0,1,0.09869820862083825,4,1,0,0
0,1.0,1,0.08902523709277826,5,1,1,1
0,1.0,1,0.09243084151611042,6,0,0,1
0,1.0,1,0.09566232770086358,7,0,1,0
0,1.0,1,0.08547254925745838,8,1,1,1
0,1.0,1,0.08917749971576086,9,0,0,1
0,1.0,1,0.09254465748630619,10,1,1,1
0,1.0,1,0.09574128793465027,11,1,1,1
0,1.0,1,0.0987910968385968,12,1,0,0
0,1.0,1,0.08932880056630634,13,1,1,1
0,1.0,1,0.09265826230942606,14,1,1,1
0,1.0,1,0.09582068627386511,15,0,1,0
0,1.0,1,0.085915211831625,16,1,1,1
0,1.0,1,0.0894791126270487,17,0,0,1
0,1.0,1,0.09277160922340927,18,1,1,1
0,1.0,1,0.09590045964030118,19,0,0,1
0,1.0,1,0.09888803834810897,20,1,1,1
0,1.0,1,0.10175298756448839,21,0,1,0
0,1.0,1,0.09288465522573694,22,0,0,1
0,1.0,1,0.0959805491984308,23,1,1,1
0,1.0,1,0.09893783913152882,24,1,1,1
0,1.0,1,0.10177467821890758,25,1,0,0
0,1.0,1,0.09299736080042957,26,0,1,0
0,1.0,1,0.08246211901155141,27,1,1,1
0,1.0,1,0.08655913109245435,28,0,0,1
0,1.0,1,0.0899238916829246,29,0,1,0
1,8.0,1,0.09075000000000001,0,0,0,1
1,8.0,1,0.10519745001189792,1,0,0,1
1,8.0,1,0.10798121865293524,2,0,1,0
1,8.0,1,0.09937496523288084,3,1,1,1
1,8.0,1,0.10235189702001495,4,1,0,0
1,8.0,1,0.0931380645281275,5,0,0,1
1,8.0,1,0.09637076708039663,6,1,0,0
1,8.0,1,0.08572699737807855,7,1,1,1
1,8.0,1,0.0897807166397508,8,0,0,1
1,8.0,1,0.09328230877642274,9,1,1,1
1,8.0,1,0.0964790293763761,10,0,0,1
1,8.0,1,0.09952521356760556,11,0,1,0
1,8.0,1,0.08999003848627796,12,1,1,1
1,8.0,1,0.09342566949817471,13,1,1,1
1,8.0,1,0.09658710477480743,14,1,1,1
1,8.0,1,0.09960100645359975,15,1,1,1
1,8.0,1,0.10248678378369673,16,1,1,1
1,8.0,1,0.10526082126348894,17,0,0,1
