Block_ID,VRR_Frequency,Size_Degree,Duration,Threshold_Color_Value,Trail_ID,Real_VRR_period,Observer_choice,Response
0,0.5,16,0.2,0.08549999999999996,0,0,0,1
0,0.5,16,0.2,0.10084458788900234,1,1,1,1
0,0.5,16,0.2,0.10376876902154587,2,1,0,0
0,0.5,16,0.2,0.09469802896423665,3,1,1,1
0,0.5,16,0.2,0.09784612589405435,4,0,0,1
0,0.5,16,0.2,0.10085874160428131,5,0,0,1
0,0.5,16,0.2,0.10375395615347754,6,1,0,0
0,0.5,16,0.2,0.0947773641488431,7,0,0,1
0,0.5,16,0.2,0.09789250271969918,8,1,1,1
0,0.5,16,0.2,0.10087463722068425,9,0,1,0
0,0.5,16,0.2,0.09162340834445883,10,1,1,1
0,0.5,16,0.2,0.09485720911990285,11,0,1,0
0,0.5,16,0.2,0.08468312244112558,12,1,0,0
0,0.5,16,0.2,0.07142777967783097,13,0,1,0
0,0.5,16,0.2,0.05571633408649247,14,0,0,1
0,0.5,16,0.2,0.06154063899092812,15,0,1,0
0,0.5,16,0.2,0.04245509712579552,16,1,1,1
0,0.5,16,0.2,0.049922794412472264,17,0,0,1
0,0.5,16,0.2,0.056330416106912994,18,0,1,0
0,0.5,16,0.2,0.039999999999999994,19,0,1,0
0,0.5,16,0.2,0.039999999999999994,20,1,1,1
0,0.5,16,0.2,0.039999999999999994,21,1,1,1
0,0.5,16,0.2,0.039999999999999994,22,0,1,0
0,0.5,16,0.2,0.039999999999999994,23,0,0,1
0,0.5,16,0.2,0.039999999999999994,24,1,1,1
0,0.5,16,0.2,0.039999999999999994,25,0,1,0
0,0.5,16,0.2,0.039999999999999994,26,0,0,1
0,0.5,16,0.2,0.039999999999999994,27,0,1,0
0,0.5,16,0.2,0.039999999999999994,28,1,1,1
0,0.5,16,0.2,0.039999999999999994,29,0,1,0
1,2.0,16,3.2,0.09775000000000002,0,0,1,0
1,2.0,16,3.2,0.09980611659248789,1,1,1,1
1,2.0,16,3.2,0.10281840644448584,2,1,0,0
1,2.0,16,3.2,0.09295297241969643,3,0,1,0
1,2.0,16,3.2,0.0814784684319891,4,1,1,1
1,2.0,16,3.2,0.08551030913087965,5,1,1,1
1,2.0,16,3.2,0.0894020943408293,6,1,1,1
1,2.0,16,3.2,0.09317969615377655,7,0,0,1
1,2.0,16,3.2,0.09686426743036872,8,1,1,1
1,2.0,16,3.2,0.1000719932730277,9,1,1,1
1,2.0,16,3.2,0.10301863526327079,10,1,1,1
1,2.0,16,3.2,0.10584123787177657,11,1,0,0
1,2.0,16,3.2,0.09705539845588858,12,1,1,1
1,2.0,16,3.2,0.10020377995764809,13,1,1,1
1,2.0,16,3.2,0.1031185401156522,14,1,0,0
1,2.0,16,3.2,0.09362787216366318,15,1,1,1
1,2.0,16,3.2,0.09724550153880798,16,1,1,1
1,2.0,16,3.2,0.10033476463207606,17,0,1,0
1,2.0,16,3.2,0.09017993734125887,18,1,1,1
1,2.0,16,3.2,0.09384933881265678,19,1,1,1
1,2.0,16,3.2,0.09743456374226943,20,0,1,0
1,2.0,16,3.2,0.08669948968090849,21,1,1,1
1,2.0,16,3.2,0.09043413855625013,22,0,0,1
1,2.0,16,3.2,0.09406907000182374,23,1,1,1
1,2.0,16,3.2,0.09762257432179229,24,1,1,1
1,2.0,16,3.2,0.1005942416004828,25,1,1,1
1,2.0,16,3.2,0.10341692858354204,26,0,1,0
1,2.0,16,3.2,0.0942870764697361,27,1,1,1
1,2.0,16,3.2,0.0978010666182989,28,1,0,0
1,2.0,16,3.2,0.08727362534101327,29,0,0,1
2,8.0,16,0.1,0.10675,0,0,1,0
2,8.0,16,0.1,0.10860393090670602,1,1,0,0
2,8.0,16,0.1,0.09907950601150618,2,1,1,1
2,8.0,16,0.1,0.10245748129921659,3,1,1,1
2,8.0,16,0.1,0.10578137378576398,4,1,1,1
2,8.0,16,0.1,0.1087244081868294,5,1,1,1
2,8.0,16,0.1,0.11142502180550455,6,1,1,1
2,8.0,16,0.1,0.11402513407940718,7,0,1,0
2,8.0,16,0.1,0.10595387389904647,8,1,1,1
2,8.0,16,0.1,0.10884424078619331,9,0,1,0
2,8.0,16,0.1,0.09954345030726651,10,1,0,0
2,8.0,16,0.1,0.08949689966206667,11,0,1,0
2,8.0,16,0.1,0.07869415577088944,12,0,1,0
2,8.0,16,0.1,0.06649548724509852,13,1,1,1
2,8.0,16,0.1,0.07097116229053173,14,0,0,1
2,8.0,16,0.1,0.07517258942734803,15,0,1,0
2,8.0,16,0.1,0.06241965907068275,16,0,1,0
2,8.0,16,0.1,0.044451454588658935,17,0,1,0
2,8.0,16,0.1,0.039999999999999994,18,0,0,1
2,8.0,16,0.1,0.039999999999999994,19,0,1,0
2,8.0,16,0.1,0.039999999999999994,20,0,1,0
2,8.0,16,0.1,0.039999999999999994,21,1,1,1
2,8.0,16,0.1,0.039999999999999994,22,0,0,1
2,8.0,16,0.1,0.039999999999999994,23,0,0,1
2,8.0,16,0.1,0.039999999999999994,24,1,1,1
2,8.0,16,0.1,0.039999999999999994,25,0,1,0
2,8.0,16,0.1,0.039999999999999994,26,0,1,0
2,8.0,16,0.1,0.039999999999999994,27,1,1,1
2,8.0,16,0.1,0.039999999999999994,28,1,1,1
2,8.0,16,0.1,0.039999999999999994,29,1,1,1
3,2.0,16,1.6,0.09775000000000002,0,1,1,1
3,2.0,16,1.6,0.1111314177295071,1,1,1,1
3,2.0,16,1.6,0.11374237425998064,2,1,1,1
3,2.0,16,1.6,0.11627608359541387,3,1,0,0
3,2.0,16,1.6,0.10847225122499378,4,1,1,1
3,2.0,16,1.6,0.11114401441770667,5,1,1,1
3,2.0,16,1.6,0.11372910625566882,6,1,1,1
3,2.0,16,1.6,0.11623816147769978,7,1,1,1
3,2.0,16,1.6,0.11868060417800502,8,1,1,1
3,2.0,16,1.6,0.1210648602173655,9,1,0,0
3,2.0,16,1.6,0.11371784858518685,10,0,1,0
3,2.0,16,1.6,0.10584123787177657,11,0,1,0
3,2.0,16,1.6,0.09705539845588855,12,1,1,1
3,2.0,16,1.6,0.10020377995764806,13,1,1,1
3,2.0,16,1.6,0.10311854011565214,14,0,1,0
3,2.0,16,1.6,0.09362787216366314,15,0,0,1
3,2.0,16,1.6,0.09724550153880795,16,0,0,1
3,2.0,16,1.6,0.10033476463207602,17,1,1,1
3,2.0,16,1.6,0.10321824888095303,18,1,1,1
3,2.0,16,1.6,0.10598238912594349,19,1,1,1
3,2.0,16,1.6,0.1086417813223056,20,1,0,0
3,2.0,16,1.6,0.10046492508127963,21,1,1,1
3,2.0,16,1.6,0.10331772341111214,22,1,1,1
3,2.0,16,1.6,0.10605343243890142,23,1,1,1
3,2.0,16,1.6,0.1086862687152605,24,1,0,0
3,2.0,16,1.6,0.10059424160048282,25,1,1,1
3,2.0,16,1.6,0.10341692858354204,26,0,0,1
3,2.0,16,1.6,0.1061247216401327,27,0,1,0
3,2.0,16,1.6,0.0978010666182989,28,0,0,1
3,2.0,16,1.6,0.100722696797637,29,1,0,0
4,0.5,16,3.2,0.08549999999999996,0,1,1,1
4,0.5,16,3.2,0.10084458788900234,1,1,1,1
4,0.5,16,3.2,0.10376876902154587,2,0,1,0
4,0.5,16,3.2,0.09469802896423665,3,0,0,1
4,0.5,16,3.2,0.09784612589405435,4,0,1,0
4,0.5,16,3.2,0.0880595941460908,5,1,1,1
4,0.5,16,3.2,0.09150821583565007,6,1,1,1
4,0.5,16,3.2,0.0947773641488431,7,1,1,1
4,0.5,16,3.2,0.09789250271969918,8,0,1,0
4,0.5,16,3.2,0.08821385873844176,9,0,1,0
4,0.5,16,3.2,0.07582078414276484,10,1,1,1
4,0.5,16,3.2,0.0803473882933311,11,0,0,1
4,0.5,16,3.2,0.08468312244112558,12,0,1,0
4,0.5,16,3.2,0.07142777967783097,13,1,1,1
4,0.5,16,3.2,0.07613760423174479,14,1,1,1
4,0.5,16,3.2,0.08061465757973169,15,1,1,1
4,0.5,16,3.2,0.08490693191470253,16,0,0,1
4,0.5,16,3.2,0.08851941476504163,17,1,1,1
4,0.5,16,3.2,0.09185309365404051,18,0,1,0
4,0.5,16,3.2,0.08087954307361551,19,1,1,1
4,0.5,16,3.2,0.08512933489773684,20,1,1,1
4,0.5,16,3.2,0.08867065502779425,21,0,0,1
4,0.5,16,3.2,0.0919674956898919,22,1,1,1
4,0.5,16,3.2,0.09509914133899183,23,0,0,1
4,0.5,16,3.2,0.09808825596179614,24,1,1,1
4,0.5,16,3.2,0.10095368984070663,25,1,1,1
4,0.5,16,3.2,0.10371136499740062,26,1,1,1
4,0.5,16,3.2,0.10637491360197837,27,1,1,1
4,0.5,16,3.2,0.10895614901225695,28,0,0,1
4,0.5,16,3.2,0.11146542039756054,29,1,1,1
5,2.0,16,0.8,0.09775000000000002,0,0,1,0
5,2.0,16,0.8,0.09980611659248789,1,0,0,1
5,2.0,16,0.8,0.10281840644448584,2,1,1,1
5,2.0,16,0.8,0.10570169950314336,3,0,0,1
5,2.0,16,0.8,0.1084722512249938,4,0,1,0
5,2.0,16,0.8,0.0999394295183211,5,1,1,1
5,2.0,16,0.8,0.10291857573198028,6,0,1,0
5,2.0,16,0.8,0.0931796961537765,7,0,1,0
5,2.0,16,0.8,0.08182660402920074,8,0,0,1
5,2.0,16,0.8,0.08581287918117986,9,0,0,1
5,2.0,16,0.8,0.08966394894721266,10,0,0,1
5,2.0,16,0.8,0.0934046606095395,11,1,1,1
5,2.0,16,0.8,0.09705539845588858,12,1,0,0
5,2.0,16,0.8,0.08611188903809504,13,0,0,1
5,2.0,16,0.8,0.08992321878984903,14,0,1,0
5,2.0,16,0.8,0.07845567060330653,15,0,0,1
5,2.0,16,0.8,0.08250878574761943,16,0,0,1
5,2.0,16,0.8,0.0864074042901151,17,0,0,1
5,2.0,16,0.8,0.09017993734125886,18,1,1,1
5,2.0,16,0.8,0.09384933881265678,19,1,1,1
5,2.0,16,0.8,0.09743456374226946,20,1,1,1
5,2.0,16,0.8,0.10046492508127967,21,0,1,0
5,2.0,16,0.8,0.09043413855625014,22,0,0,1
5,2.0,16,0.8,0.0940690700018238,23,1,1,1
5,2.0,16,0.8,0.09762257432179229,24,1,1,1
5,2.0,16,0.8,0.10059424160048284,25,0,0,1
5,2.0,16,0.8,0.10341692858354207,26,0,0,1
5,2.0,16,0.8,0.10612472164013273,27,1,1,1
5,2.0,16,0.8,0.10873147093679252,28,0,0,1
5,2.0,16,0.8,0.1112491727459325,29,1,1,1
6,8.0,16,0.4,0.10675,0,0,0,1
6,8.0,16,0.4,0.11894485100381245,1,1,1,1
6,8.0,16,0.4,0.12135598040174227,2,0,1,0
6,8.0,16,0.4,0.11396159546556212,3,0,1,0
6,8.0,16,0.4,0.10578137378576404,4,1,1,1
6,8.0,16,0.4,0.10872440818682942,5,0,1,0
6,8.0,16,0.4,0.09931254724960786,6,0,0,1
6,8.0,16,0.4,0.10265926346567132,7,1,1,1
6,8.0,16,0.4,0.10595387389904644,8,0,1,0
6,8.0,16,0.4,0.09616500573224908,9,1,0,0
6,8.0,16,0.4,0.08587968803011775,10,0,1,0
6,8.0,16,0.4,0.07465390943295358,11,0,0,1
6,8.0,16,0.4,0.07869415577088944,12,0,0,1
6,8.0,16,0.4,0.0825483981665265,13,0,0,1
6,8.0,16,0.4,0.08625022262070628,14,0,0,1
6,8.0,16,0.4,0.08982628043870393,15,1,0,0
6,8.0,16,0.4,0.07915454507404145,16,0,0,1
6,8.0,16,0.4,0.08295812040043349,17,0,0,1
6,8.0,16,0.4,0.08661519181598125,18,0,0,1
6,8.0,16,0.4,0.09015117833634002,19,1,1,1
6,8.0,16,0.4,0.0935868258758153,20,0,1,0
6,8.0,16,0.4,0.08336117240157329,21,1,0,0
6,8.0,16,0.4,0.07210784266491398,22,1,1,1
6,8.0,16,0.4,0.07617991087215702,23,1,1,1
6,8.0,16,0.4,0.08005097676193088,24,0,0,1
6,8.0,16,0.4,0.08375774296317383,25,1,1,1
6,8.0,16,0.4,0.08732900405301632,26,1,1,1
6,8.0,16,0.4,0.09078793648862085,27,0,0,1
6,8.0,16,0.4,0.09415360506811474,28,1,1,1
6,8.0,16,0.4,0.09744199082206059,29,0,0,1
7,8.0,16,3.2,0.10675,0,0,0,1
7,8.0,16,3.2,0.11894485100381245,1,1,1,1
7,8.0,16,3.2,0.12135598040174227,2,0,0,1
7,8.0,16,3.2,0.12370423486468683,3,0,1,0
7,8.0,16,3.2,0.11649889224958865,4,1,1,1
7,8.0,16,3.2,0.11895646147726849,5,1,1,1
7,8.0,16,3.2,0.1213437050232158,6,0,0,1
7,8.0,16,3.2,0.12366902950804161,7,0,0,1
7,8.0,16,3.2,0.12594001156000748,8,1,1,1
7,8.0,16,3.2,0.1281635308202504,9,0,0,1
7,8.0,16,3.2,0.13034587820522475,10,0,0,1
7,8.0,16,3.2,0.13249284495432154,11,0,1,0
7,8.0,16,3.2,0.1258853352890857,12,1,1,1
7,8.0,16,3.2,0.1280877452361382,13,1,1,1
7,8.0,16,3.2,0.13024949085457463,14,0,1,0
7,8.0,16,3.2,0.1236053287374785,15,1,1,1
7,8.0,16,3.2,0.1258332121544846,16,0,1,0
7,8.0,16,3.2,0.11899954263945402,17,0,0,1
7,8.0,16,3.2,0.12131766629500629,18,0,0,1
7,8.0,16,3.2,0.12357662752467395,19,1,1,1
7,8.0,16,3.2,0.12578353157599304,20,0,1,0
7,8.0,16,3.2,0.1190163912462003,21,1,1,1
7,8.0,16,3.2,0.12131228407190518,22,0,0,1
7,8.0,16,3.2,0.12354989753159522,23,1,1,1
7,8.0,16,3.2,0.12573618861868785,24,1,1,1
7,8.0,16,3.2,0.12787749248721425,25,0,1,0
7,8.0,16,3.2,0.12130841327763392,26,0,1,0
7,8.0,16,3.2,0.11434823808811782,27,0,0,1
7,8.0,16,3.2,0.1167368799724143,28,1,1,1
7,8.0,16,3.2,0.11905339533950898,29,0,0,1
8,2.0,16,0.4,0.09775000000000002,0,1,0,0
8,2.0,16,0.4,0.09980611659248789,1,1,1,1
8,2.0,16,0.4,0.10281840644448584,2,1,1,1
8,2.0,16,0.4,0.10570169950314336,3,0,1,0
8,2.0,16,0.4,0.0966721237937706,4,1,1,1
8,2.0,16,0.4,0.0999394295183211,5,0,1,0
8,2.0,16,0.4,0.08940209434082931,6,0,0,1
8,2.0,16,0.4,0.0931796961537765,7,1,1,1
8,2.0,16,0.4,0.09686426743036872,8,0,1,0
8,2.0,16,0.4,0.08581287918117982,9,0,1,0
8,2.0,16,0.4,0.07376774594958549,10,1,1,1
8,2.0,16,0.4,0.07806790775388224,11,1,0,0
8,2.0,16,0.4,0.06494694926087882,12,0,1,0
8,2.0,16,0.4,0.04856590200603628,13,1,0,0
8,2.0,16,0.4,0.039999999999999994,14,0,1,0
8,2.0,16,0.4,0.039999999999999994,15,1,0,0
