Block_ID,VRR_Frequency,Size_Degree,Threshold_Color_Value,Trail_ID,Real_VRR_period,Observer_choice,Response
0,12,16,0.11484095158474514,0,1,1,1
0,12,16,0.1281707760202911,1,0,0,1
0,12,16,0.1297762870325322,2,0,1,0
0,12,16,0.12490103050159902,3,1,0,0
0,12,16,0.11975862080573205,4,1,1,1
0,12,16,0.12153022838203877,5,1,1,1
0,12,16,0.123255962265508,6,0,0,1
0,12,16,0.12494008151024742,7,1,0,0
0,12,16,0.11983808549417714,8,1,0,0
0,12,16,0.11428530236607563,9,1,1,1
0,12,16,0.116277204889933,10,0,0,1
0,12,16,0.1181241501625502,11,0,0,1
0,12,16,0.11991704722069878,12,0,0,1
0,12,16,0.12166079598930239,13,0,0,1
0,12,16,0.12335987394792804,14,0,0,1
0,12,16,0.1250183926239487,15,1,0,0
0,12,16,0.11999550502878444,16,0,0,1
0,12,16,0.12172561862069411,17,1,1,1
0,12,16,0.12341164589990394,18,1,0,0
0,12,16,0.11830895698600664,19,1,1,1
0,12,16,0.12007345829920343,20,0,0,1
0,12,16,0.12179012755737434,21,1,0,0
0,12,16,0.1165978695595528,22,0,0,1
0,12,16,0.11840030180550525,23,0,0,1
0,12,16,0.12015090672740826,24,0,0,1
0,12,16,0.12185431864465954,25,0,0,1
0,12,16,0.12351478068487201,26,0,0,1
0,12,16,0.12513619615384028,27,0,0,1
0,12,16,0.12672217190866608,28,0,0,1
0,12,16,0.1282760552365438,29,0,0,1
0,12,16,0.1298009654186709,30,0,0,1
0,12,16,0.131299820913504,31,1,0,0
0,12,16,0.12674987615859143,32,1,0,0
0,12,16,0.12198173260103032,33,0,1,0
0,12,16,0.11691034086214187,34,0,0,1
0,12,16,0.11867015093772804,35,1,1,1
0,12,16,0.12038022419782365,36,0,0,1
0,12,16,0.12204494904144114,37,0,0,1
0,12,16,0.12366835103718254,38,1,1,1
0,12,16,0.12525413972825206,39,1,1,1
1,10,16,0.10050000000000003,0,1,1,1
1,10,16,0.11582544351056014,1,1,1,1
1,10,16,0.11763508880208826,2,1,1,1
1,10,16,0.11940671030622811,3,1,1,1
1,10,16,0.1211443395255584,4,1,0,0
1,10,16,0.11584106819029066,5,0,0,1
1,10,16,0.11763716649923689,6,1,1,1
1,10,16,0.11939568640619268,7,1,1,1
1,10,16,0.12112059440890777,8,0,0,1
1,10,16,0.12281556620090861,9,1,1,1
1,10,16,0.1244840242425365,10,1,0,0
1,10,16,0.11938551186424773,11,1,1,1
1,10,16,0.12109786938968123,12,1,1,1
1,10,16,0.12278060826544467,13,1,0,0
1,10,16,0.11764331393441228,14,0,0,1
1,10,16,0.11937615595328659,15,0,0,1
1,10,16,0.12107613028957036,16,1,1,1
1,10,16,0.12274679930670433,17,1,1,1
1,10,16,0.12439148257463681,18,0,0,1
1,10,16,0.12601328733680744,19,0,0,1
1,10,16,0.12761513475062003,20,1,1,1
1,10,16,0.1291997826266127,21,0,0,1
1,10,16,0.13076984524940113,22,0,0,1
1,10,16,0.1323176453264035,23,1,1,1
1,10,16,0.1338562929002769,24,0,0,1
1,10,16,0.13538801511897913,25,1,1,1
1,10,16,0.13691495872916334,26,0,0,1
1,10,16,0.13843920038760058,27,0,0,1
1,10,16,0.1399627559573665,28,0,1,0
1,10,16,0.1355968413750642,29,1,0,0
1,10,16,0.13125128310248607,30,0,0,1
1,10,16,0.13277611731233985,31,1,0,0
1,10,16,0.12842819686392978,32,1,1,1
1,10,16,0.1299744488913433,33,1,1,1
1,10,16,0.13150790000196805,34,1,0,0
1,10,16,0.1271691910306895,35,0,0,1
1,10,16,0.12871700491342017,36,0,0,1
1,10,16,0.13025024024507795,37,1,1,1
1,10,16,0.1317712819961665,38,0,1,0
1,10,16,0.12746741909141293,39,1,1,1
2,14,full,0.09673961894175306,0,1,1,1
2,14,full,0.11267358567727874,1,0,0,1
2,14,full,0.1145430677284861,2,1,1,1
2,14,full,0.1163712509123837,3,1,1,1
2,14,full,0.11816251353063432,4,1,1,1
2,14,full,0.11992089157388561,5,0,0,1
2,14,full,0.12165012454980632,6,0,0,1
2,14,full,0.12335369428654912,7,0,0,1
2,14,full,0.12503485802281616,8,1,1,1
