Block_ID,VRR_Frequency,Size_Degree,Threshold_Color_Value,Trail_ID,Real_VRR_period,Observer_choice,Response
0,4.0,1,0.11960557722605877,0,1,1,1
0,4.0,1,0.13236871142608028,1,0,0,1
0,4.0,1,0.13391410220622763,2,1,0,0
0,4.0,1,0.1292263846446369,3,1,0,0
0,4.0,1,0.12429899531444777,4,1,1,1
0,4.0,1,0.12599439893167597,5,1,0,0
0,4.0,1,0.12087062026875844,6,0,0,1
0,4.0,1,0.12264765781465815,7,0,0,1
0,4.0,1,0.12437499202032212,8,0,1,0
0,4.0,1,0.11907651500942716,9,0,1,0
0,4.0,1,0.11273998121989472,10,1,1,1
0,4.0,1,0.11489936631137343,11,0,1,0
0,4.0,1,0.10860309476408528,12,1,1,1
0,4.0,1,0.11076275676517978,13,1,1,1
0,4.0,1,0.11291430065441026,14,1,1,1
0,4.0,1,0.11506106046710203,15,1,1,1
0,4.0,1,0.11720619414265972,16,0,0,1
0,4.0,1,0.11935270882724446,17,0,0,1
0,4.0,1,0.1211790697298836,18,1,1,1
0,4.0,1,0.1229134417394375,19,0,0,1
0,4.0,1,0.12460012055006439,20,1,1,1
0,4.0,1,0.12624331160954086,21,1,0,0
0,4.0,1,0.12128014154910043,22,1,1,1
0,4.0,1,0.12300069908829817,23,1,0,0
0,4.0,1,0.11750233582066107,24,0,1,0
0,4.0,1,0.11131559864965185,25,1,1,1
0,4.0,1,0.11342909009976239,26,0,0,1
0,4.0,1,0.11553922826304214,27,0,1,0
0,4.0,1,0.10938958840680241,28,0,0,1
0,4.0,1,0.11149680005036282,29,1,1,1
0,4.0,1,0.11359803469379237,30,0,0,1
0,4.0,1,0.11569636825804919,31,0,0,1
0,4.0,1,0.1177947252678139,32,0,0,1
0,4.0,1,0.11984849789916624,33,0,0,1
0,4.0,1,0.12157823266260015,34,0,0,1
0,4.0,1,0.1232585109919806,35,1,1,1
0,4.0,1,0.12489359700627652,36,1,0,0
0,4.0,1,0.11995990278956231,37,1,0,0
0,4.0,1,0.11393207026374737,38,1,1,1
0,4.0,1,0.11600737214140583,39,1,1,1
1,4.0,0.5,0.09111763833462361,0,1,1,1
1,4.0,0.5,0.10804023266014255,1,0,1,0
1,4.0,0.5,0.10187406136850152,2,0,0,1
1,4.0,0.5,0.103997192747568,3,1,0,0
1,4.0,0.5,0.09750649248118874,4,1,1,1
1,4.0,0.5,0.09976249877708203,5,1,0,0
1,4.0,0.5,0.09286212109001145,6,1,1,1
1,4.0,0.5,0.09528392190512695,7,1,1,1
1,4.0,0.5,0.09760816493838695,8,1,1,1
1,4.0,0.5,0.09984540744684123,9,0,0,1
1,4.0,0.5,0.10200484648946687,10,0,0,1
1,4.0,0.5,0.10409456747315932,11,1,1,1
1,4.0,0.5,0.10612173755247106,12,1,0,0
1,4.0,0.5,0.09992790196008132,13,0,1,0
1,4.0,0.5,0.09314524191093149,14,0,0,1
1,4.0,0.5,0.09552456117873885,15,0,0,1
1,4.0,0.5,0.09780944195919442,16,1,1,1
1,4.0,0.5,0.10000997644377249,17,1,1,1
1,4.0,0.5,0.10213497781804032,18,0,0,1
1,4.0,0.5,0.10419221058639933,19,0,0,1
1,4.0,0.5,0.10618857051381632,20,0,0,1
1,4.0,0.5,0.10813022711831428,21,1,1,1
1,4.0,0.5,0.11002273789351905,22,0,0,1
1,4.0,0.5,0.11187114089106238,23,1,1,1
1,4.0,0.5,0.11368003052761166,24,1,1,1
1,4.0,0.5,0.11545362023778709,25,1,0,0
1,4.0,0.5,0.11002835409099344,26,0,0,1
1,4.0,0.5,0.11186349651220506,27,0,0,1
1,4.0,0.5,0.11365957412773389,28,0,1,0
1,4.0,0.5,0.10816944062912293,29,0,0,1
1,4.0,0.5,0.1100345639195955,30,1,0,0
1,4.0,0.5,0.10433891859475831,31,1,1,1
1,4.0,0.5,0.10629059828831283,32,1,1,1
1,4.0,0.5,0.10818964844232677,33,0,0,1
1,4.0,0.5,0.11004134342265301,34,0,0,1
1,4.0,0.5,0.11185047400577211,35,0,0,1
1,4.0,0.5,0.11362141678023197,36,0,1,0
1,4.0,0.5,0.10821023039992089,37,0,0,1
1,4.0,0.5,0.110048669601706,38,0,0,1
1,4.0,0.5,0.11184504254888192,39,1,0,0
2,4.0,full,0.12765754636484636,0,1,0,0
2,4.0,full,0.13353133128528835,1,1,1,1
2,4.0,full,0.13508628835952796,2,0,0,1
2,4.0,full,0.13660822294287173,3,1,1,1
2,4.0,full,0.1381002335163635,4,0,1,0
2,4.0,full,0.13359000708901927,5,1,1,1
2,4.0,full,0.13513295999350033,6,1,1,1
2,4.0,full,0.1366432944026003,7,1,1,1
2,4.0,full,0.13812405855514853,8,1,1,1
2,4.0,full,0.1395781108701156,9,1,1,1
2,4.0,full,0.14100814161103456,10,1,0,0
2,4.0,full,0.13667843472476487,11,1,1,1
2,4.0,full,0.1381481072521436,12,1,1,1
2,4.0,full,0.13959137089330825,13,0,1,0
